City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,farafangana,-22.8167,47.8333,21.57,82,65,2.66,MG,1723097514
362,aflou,34.1128,2.1023,24.91,28,13,2.73,DZ,1723097515
363,chatillon-sur-seine,47.8585,4.5738,13.81,76,99,1.4,FR,1723097516
364,bandarbeyla,9.4942,50.8122,29.35,57,76,12.23,SO,1723097517
365,lodja,-3.4833,23.4333,26.29,38,31,0.65,CD,1723097518
366,kandi,11.1342,2.9386,22.36,95,100,2.95,BJ,1723097520
367,luderitz,-26.6481,15.1594,9.79,84,0,3.52,NA,1723097521
368,sabzevar,36.2126,57.6819,35.58,9,0,4.11,IR,1723097522
369,jincheng,35.5022,112.8328,27.58,76,95,4.87,CN,1723097523
370,boguchany,58.3814,97.4531,17.83,96,100,2.49,RU,1723097524
371,humberto de campos,-2.5983,-43.4611,23.28,92,98,1.7,BR,1723097526
372,nagqu,31.5,92.0,8.26,84,100,6.99,CN,1723097527
373,zhanaozen,43.3,52.8,31.68,33,36,9.25,KZ,1723097528
374,akbarabad,29.2464,52.7793,33.79,10,9,2.51,IR,1723097529
375,myrina,39.8797,25.0742,25.58,57,0,5.14,GR,1723097530
376,puerto quijarro,-17.7833,-57.7667,23.29,68,91,2.65,BO,1723097531
377,elizabeth city,36.2946,-76.2511,26.12,92,75,4.63,US,1723097533
378,enewetak,11.3474,162.3373,28.87,75,92,4.27,MH,1723097534
379,midvagur,62.0511,-7.1939,10.46,93,100,0.51,FO,1723097535
380,severomorsk,69.0689,33.4162,16.22,47,59,2.68,RU,1723097536
381,falticeni,47.45,26.3,22.26,53,6,0.65,RO,1723097537
382,yeroham,30.9872,34.9314,25.09,65,7,2.45,IL,1723097540
383,rosarito,32.3333,-117.0333,20.82,80,24,1.9,MX,1723097504
384,alaghsas,17.0187,8.0168,25.94,83,20,5.66,NE,1723097542
385,las varillas,-31.8721,-62.7195,5.18,69,41,8.59,AR,1723097543
386,zuunmod,47.7069,106.9528,21.57,69,100,2.12,MN,1723097544
387,manaure,11.7751,-72.4445,27.03,80,98,2.08,CO,1723097545
388,oakley,37.9974,-121.7124,24.97,51,0,1.79,US,1723097546
389,flen,59.0583,16.5878,19.05,71,100,2.96,SE,1723097548
390,spring creek,40.7266,-115.5859,22.71,22,16,1.34,US,1723097549
391,saint-philippe,-21.3585,55.7679,25.77,70,24,3.32,RE,1723097550
392,sanchursk,56.9413,47.2499,17.61,83,100,3.13,RU,1723097551
393,vila franca do campo,37.7167,-25.4333,22.23,90,54,3.11,PT,1723097552
394,tual,-5.6667,132.75,25.18,85,73,7.98,ID,1723097554
395,malango,-2.9627,119.9001,24.78,71,48,2.04,ID,1723097555
396,salinas,36.6777,-121.6555,17.49,96,100,2.57,US,1723097359
397,atasu,48.6814,71.6433,33.18,22,24,5.29,KZ,1723097557
398,sola,-13.8833,167.55,27.37,57,75,6.17,VU,1723097558
399,barakani,-12.1356,44.4317,25.14,68,48,2.78,KM,1723097560
400,santa ana,33.7456,-117.8678,22.66,86,20,2.57,US,1723097394
401,bhuj,23.2667,69.6667,30.5,64,83,8.98,IN,1723097129
402,ponta delgada,37.7333,-25.6667,22.4,88,20,2.06,PT,1723097563
403,nizhniy odes,63.6445,54.856,19.15,43,5,1.04,RU,1723097564
404,la ronge,55.1001,-105.2842,8.14,87,100,0.51,CA,1723097565
405,yanchep,-31.55,115.6833,20.57,51,62,4.62,AU,1723097566
406,bel ombre,-4.6167,55.4167,26.91,89,75,6.17,SC,1723097568
407,bintulu,3.1667,113.0333,29.49,72,73,2.44,MY,1723097569
408,cave spring,37.2276,-80.0128,24.06,93,100,3.09,US,1723097570
409,tobelo,1.7284,128.0095,28.03,78,14,2.05,ID,1723097571
410,ar rutbah,33.0381,40.2848,33.2,12,0,4.86,IQ,1723097572
411,astaneh-ye ashrafiyeh,37.2596,49.9444,29.96,53,14,2.09,IR,1723097574
412,magugu,-4.0167,35.7667,20.01,64,82,1.18,TZ,1723097576
413,khandyga,62.6667,135.6,20.61,50,14,1.05,RU,1723097577
414,mccook,40.2019,-100.6257,21.46,88,75,2.06,US,1723097578
415,kristiansund,63.1115,7.732,16.36,89,0,2.57,NO,1723097579
416,tadine,-21.55,167.8833,20.4,65,100,4.63,NC,1723097581
417,aykol,38.1751,77.2132,32.79,21,51,3.75,CN,1723097582
418,ericeira,38.9627,-9.4156,19.44,94,43,9.46,PT,1723097583
419,gadani,25.1185,66.7299,31.12,76,100,6.3,PK,1723097584
420,savannah,32.0835,-81.0998,26.04,85,100,4.63,US,1723097585
421,essaouira,31.5125,-9.77,19.72,94,6,3.6,MA,1723097587
422,alesund,62.4723,6.1549,18.52,66,64,2.97,NO,1723097588
423,liesti,45.6167,27.5167,24.95,49,26,2.02,RO,1723097589
424,asekeyevo,53.5742,52.7972,23.39,58,4,2.51,RU,1723097590
425,lionel town,17.8101,-77.2406,28.94,90,100,2.74,JM,1723097591
426,niles,42.0189,-87.8028,20.0,87,40,3.6,US,1723097592
427,gobabis,-22.45,18.9667,15.82,22,0,3.08,NA,1723097594
428,rosso,16.4986,-15.8153,27.48,72,92,2.47,SN,1723097597
429,lebrija,36.9208,-6.0753,22.38,94,20,1.54,ES,1723097598
430,dakhla,23.6848,-15.958,19.49,90,7,7.64,EH,1723097600
431,mpika,-11.8343,31.4529,17.62,44,37,4.26,ZM,1723097601
432,chibougamau,49.9168,-74.3659,12.79,100,100,0.0,CA,1723097602
433,tavda,58.0425,65.2726,16.32,45,5,3.58,RU,1723097603
434,tofol,5.3248,163.0078,29.02,69,66,2.81,FM,1723097604
435,kuta,-8.7233,115.1723,28.97,74,40,8.75,ID,1723097605
436,kafanchan,9.5833,8.3,20.0,99,95,1.46,NG,1723097607
437,panacan,9.2463,118.4082,30.27,68,57,4.56,PH,1723097608
438,le trait,49.4689,0.8163,17.44,87,43,1.67,FR,1723097609
439,hithadhoo,-0.6,73.0833,27.43,79,100,7.68,MV,1723097610
440,ust-tsilma,65.441,52.1498,19.49,44,3,1.86,RU,1723097611
441,howard springs,-12.497,131.047,33.95,39,56,2.99,AU,1723097613
442,nemuro,43.3236,145.575,18.3,100,100,3.07,JP,1723097614
443,east ballina,-28.8667,153.5833,18.78,52,28,3.57,AU,1723097615
444,fada,7.25,4.0667,21.97,96,95,1.07,NG,1723097616
445,czersk,53.7959,17.9765,18.03,64,100,2.91,PL,1723097617
446,puno,-15.8333,-70.0333,0.95,34,0,2.11,PE,1723097618
447,ramnagar,29.4,79.1167,28.92,74,89,3.66,IN,1723097620
448,erenhot,43.6475,111.9767,33.89,20,72,5.63,CN,1723097621
449,lompoc,34.6391,-120.4579,18.08,87,0,2.06,US,1723097622
450,port blair,11.6667,92.75,31.02,70,40,4.12,IN,1723097623
451,charleston,32.7766,-79.9309,24.45,97,100,7.2,US,1723097624
452,eket,4.6412,7.9209,24.07,89,63,1.82,NG,1723097625
453,okhotsk,59.3833,143.3,19.53,63,2,2.25,RU,1723097627
454,powell river,49.8496,-124.5361,21.22,78,93,2.16,CA,1723097628
455,shitanjing,39.2342,106.3439,23.54,74,100,5.64,CN,1723097629
456,vanimo,-2.6741,141.3028,29.41,68,78,4.59,PG,1723097630
457,dzhambeyty,50.2536,52.595,26.31,49,9,4.56,KZ,1723097631
458,staro nagorichane,42.1981,21.8286,21.69,36,3,0.41,MK,1723097632
459,minas de matahambre,22.5887,-83.9447,25.0,89,11,1.22,CU,1723097634
460,grantsville,40.5999,-112.4644,27.38,29,0,1.79,US,1723097635
461,uturoa,-16.7333,-151.4333,26.12,82,6,1.56,PF,1723097636
462,bocas del toro,9.3333,-82.25,21.7,80,100,1.0,PA,1723097637
463,maua,-23.6678,-46.4614,21.31,51,0,3.26,BR,1723097638
464,san matias,-16.3667,-58.4,24.25,43,16,1.56,BO,1723097640
465,west plains,36.7281,-91.8524,17.72,93,0,1.34,US,1723097641
466,kuala belait,4.5833,114.1833,30.09,67,90,2.08,BN,1723097642
467,babor - ville,36.4899,5.5393,26.56,22,0,2.01,DZ,1723097643
468,dalandzadgad,43.5708,104.425,29.33,27,100,5.82,MN,1723097644
469,happy valley-goose bay,53.3168,-60.3315,12.17,87,75,2.06,CA,1723097645
470,gloucester,51.8657,-2.2431,15.83,81,28,2.71,GB,1723097647
471,kastsyukowka,52.5387,30.9173,17.69,100,100,4.0,BY,1723097648
472,kirakira,-10.4544,161.9205,26.94,78,99,5.54,SB,1723097649
473,srivardhan,18.0333,73.0167,28.65,74,96,4.03,IN,1723097650
474,pisco,-13.7,-76.2167,16.03,82,100,3.6,PE,1723097651
475,jawhar,2.7809,45.5005,27.67,58,100,6.43,SO,1723097652
476,kourou,5.1552,-52.6478,25.03,96,48,2.22,GF,1723097654
477,nova vicosa,-17.8919,-39.3719,20.53,76,0,2.56,BR,1723097655
478,fort st. john,56.2499,-120.8529,14.94,72,0,4.12,CA,1723097656
479,naze,28.3667,129.4833,31.51,71,69,0.48,JP,1723097657
480,mourmelon-le-grand,49.1326,4.3642,17.36,82,0,0.0,FR,1723097658
481,hirara,24.8,125.2833,32.15,70,75,3.09,JP,1723097660
482,quartu sant'elena,39.2419,9.1839,25.58,57,0,2.57,IT,1723097662
483,haiku-pauwela,20.9219,-156.3051,25.12,80,40,6.69,US,1723097663
484,amungan,15.3652,119.9582,29.36,75,88,3.26,PH,1723097664
485,pathein,16.7833,94.7333,30.27,70,91,3.73,MM,1723097665
486,saint-leu,-21.15,55.2833,25.48,82,1,0.72,RE,1723097668
487,takoradi,4.8845,-1.7554,22.56,91,100,3.58,GH,1723097669
488,obubra,6.0752,8.329,22.44,97,98,1.49,NG,1723097670
489,dezhou,37.4486,116.2925,33.28,52,2,4.1,CN,1723097671
490,temryuk,45.2722,37.3811,28.12,49,2,2.4,RU,1723097672
491,ulsteinvik,62.3432,5.8487,18.51,67,58,2.24,NO,1723097674
492,pandan,14.0453,124.1694,32.24,63,20,4.22,PH,1723097675
493,dryden,49.7833,-92.7503,14.16,82,100,4.12,CA,1723097676
494,timimoun,29.2639,0.231,31.21,16,0,7.2,DZ,1723097677
495,ca mau,9.1769,105.15,33.12,53,82,2.98,VN,1723097678
496,mawlaik,23.6333,94.4167,26.51,91,99,1.21,MM,1723097680
497,san antonio de pale,-1.4014,5.6325,22.77,77,100,4.12,GQ,1723097681
498,kingscliff,-28.2667,153.5667,20.96,52,20,5.66,AU,1723097682
499,roma,43.2128,-75.4557,17.08,93,0,3.6,US,1723097683
500,kavaratti,10.5669,72.642,27.05,82,100,5.67,IN,1723097684
501,daru,-9.0763,143.2092,25.53,82,90,6.13,PG,1723097685
502,merowe,18.4833,31.8167,32.06,52,89,5.34,SD,1723097687
503,vadso,70.0744,29.7487,19.49,52,0,2.57,NO,1723097689
504,san francisco de la paz,14.9,-86.2,25.84,95,100,0.94,HN,1723097690
505,quellon,-43.1167,-73.6167,4.49,90,83,1.65,CL,1723097691
506,xining,36.6167,101.7667,16.82,75,100,2.73,CN,1723097692
507,kruisfontein,-34.0033,24.7314,10.36,78,0,2.62,ZA,1723097694
508,beira,-19.8436,34.8389,20.05,100,100,2.57,MZ,1723097695
509,plettenberg bay,-34.0527,23.3716,11.9,74,6,1.51,ZA,1723097696
510,qusmuryn,52.4503,64.6311,20.33,79,83,6.07,KZ,1723097697
511,kampung sungai ara,5.327,100.2735,33.95,52,20,6.69,MY,1723097698
512,narasannapeta,18.4167,84.05,32.49,58,100,2.64,IN,1723097699
513,rongelap,11.1635,166.8941,28.31,77,100,5.01,MH,1723097702
514,taltal,-25.4,-70.4833,14.02,65,0,0.96,CL,1723097703
515,calwell,-35.4404,149.1071,13.47,55,63,6.69,AU,1723097704
516,pechora,65.1472,57.2244,19.11,41,6,3.18,RU,1723097705
517,broome,42.2506,-75.833,18.17,86,75,4.12,US,1723097707
518,murashi,59.3999,48.9615,14.69,93,100,3.0,RU,1723097708
519,greymouth,-42.4667,171.2,8.5,85,100,2.82,NZ,1723097709
520,porto barra do ivinheima,-22.9667,-53.6667,19.89,72,91,0.38,BR,1723097710
521,tejen,37.3834,60.5054,38.22,9,0,1.73,TM,1723097711
522,nynashamn,58.9034,17.9479,20.65,82,100,4.88,SE,1723097712
523,rampur,28.8167,79.0333,30.28,63,16,6.45,IN,1723097714
524,punta del este,-34.9667,-54.95,8.06,87,0,3.09,UY,1723097715
525,kijang,35.2442,129.2139,30.85,58,81,3.96,KR,1723097716
526,alotau,-10.3069,150.4462,26.18,81,91,2.73,PG,1723097717
527,kokkola,63.8385,23.1307,18.35,81,0,2.06,FI,1723097718
528,richards bay,-28.783,32.0377,17.24,75,11,3.34,ZA,1723097720
529,el rama,12.1596,-84.2195,23.19,99,100,1.51,NI,1723097721
530,grand-lahou,5.1367,-5.0242,23.24,85,100,4.31,CI,1723097722
531,goondiwindi,-28.55,150.3167,20.97,38,9,1.11,AU,1723097723
532,mocimboa,-11.3167,40.35,24.74,71,44,3.44,MZ,1723097724
533,sipovo,44.2814,17.0839,20.33,91,61,0.25,BA,1723097725
534,lycksele,64.5954,18.6735,15.93,88,20,3.6,SE,1723097727
535,bulqize,41.4917,20.2219,19.18,28,0,0.75,AL,1723097729
536,ta`u,-14.2336,-169.5144,25.12,77,93,10.34,AS,1723097730
537,palu,-0.8917,119.8707,29.76,76,79,2.01,ID,1723097731
538,sokolow podlaski,52.4068,22.2531,20.71,54,74,2.2,PL,1723097733
539,paita,-5.0892,-81.1144,17.27,81,25,4.91,PE,1723097734
540,isangel,-19.55,169.2667,24.06,60,75,2.06,VU,1723097735
541,kaindy,42.8247,73.6759,35.61,13,0,3.88,KG,1723097736
542,trevelin,-43.0858,-71.4639,-0.29,85,65,1.81,AR,1723097737
543,bardai,11.65,7.2333,20.87,96,100,5.21,NG,1723097740
544,vakfikebir,41.0458,39.2764,27.93,76,31,1.23,TR,1723097741
545,mitu,1.1983,-70.1733,23.94,87,90,0.74,CO,1723097742
546,troitsko-pechorsk,62.7084,56.1964,17.66,45,3,2.37,RU,1723097743
547,kirensk,57.7853,108.1119,24.2,51,88,4.2,RU,1723097744
548,tottori,35.5,134.2333,31.04,66,20,4.12,JP,1723097746
549,oslo,59.9127,10.7461,17.61,90,81,2.85,NO,1723097747
550,usinsk,65.9939,57.5281,17.36,45,6,3.03,RU,1723097748
551,yantzaza,-3.8278,-78.7594,19.87,98,70,0.39,EC,1723097750
552,yanykurgan,43.915,67.2481,39.19,14,0,2.01,KZ,1723097751
553,mejit,10.2753,170.8646,28.31,77,99,6.26,MH,1723097752
554,north platte,41.1239,-100.7654,20.94,93,20,5.81,US,1723097753
555,vilyuysk,63.7553,121.6247,21.75,36,11,0.95,RU,1723097754
556,aripuana,-9.1667,-60.6333,22.44,50,26,0.86,BR,1723097755
557,khandud,36.9513,72.318,22.04,15,0,1.78,AF,1723097757
558,willemstad,12.1084,-68.9335,28.21,83,20,5.14,CW,1723097758
559,kalmunai,7.4167,81.8167,31.92,59,36,4.14,LK,1723097759
560,kamiiso,41.8167,140.65,27.21,78,40,4.12,JP,1723097760
561,itaituba,-4.2761,-55.9836,22.38,57,5,0.63,BR,1723097761
562,maralal,1.0968,36.698,17.0,79,85,2.04,KE,1723097763
563,fortuna,40.5982,-124.1573,13.85,94,100,0.0,US,1723097764
564,meadow lake,34.8014,-106.5436,27.06,44,34,1.77,US,1723097765
565,markovo,57.3206,107.0881,22.05,63,83,4.16,RU,1723097766
566,barentu,15.1139,37.5928,24.22,73,41,1.86,ER,1723097767
567,guardo,42.7897,-4.8482,16.47,58,1,1.18,ES,1723097768
568,kosan,38.8558,127.4181,28.52,73,100,1.58,KP,1723097770
569,namdrik,5.5994,168.1028,27.89,74,100,4.11,MH,1723097771
570,norton shores,43.1689,-86.2639,17.29,80,0,1.54,US,1723097772
571,renfrew,55.872,-4.3925,14.53,87,100,4.63,GB,1723097773
572,preobrazheniye,42.9019,133.9064,24.68,88,96,2.18,RU,1723097774
573,bako,5.7833,36.5667,20.81,71,83,1.4,ET,1723097775
574,mount pearl,47.5166,-52.7813,14.98,91,0,5.14,CA,1723097551
575,chonchi,-42.6128,-73.8092,2.29,97,55,0.58,CL,1723097778
576,pundong,-7.9522,110.3486,29.53,58,46,7.86,ID,1723097779
577,karema,-6.8205,30.4389,23.92,34,96,5.03,TZ,1723097780
578,olpad,21.3333,72.75,28.99,75,93,5.84,IN,1723097781
579,sault ste. marie,46.5168,-84.3333,18.16,79,40,2.06,CA,1723097782
580,elko,41.0002,-115.5012,22.9,21,1,2.24,US,1723097784
581,keflavik,64.0049,-22.5624,9.24,100,75,4.63,IS,1723097785
582,ratnagiri,16.9833,73.3,28.54,74,48,4.81,IN,1723097786
583,dwarka,22.2394,68.9678,28.39,81,98,9.32,IN,1723097787
584,mont-dore,-22.2833,166.5833,22.99,99,100,3.08,NC,1723097788
585,manggar,-2.8833,108.2667,28.33,79,66,6.8,ID,1723097789
586,betanzos,43.2804,-8.2147,19.51,93,75,1.54,ES,1723097791
587,elista,46.3078,44.2558,27.29,44,0,6.0,RU,1723097792
588,kaedi,16.1465,-13.5047,28.0,74,88,5.5,MR,1723097793
589,ekuvukeni,-28.4675,30.1551,14.43,24,0,0.7,ZA,1723097794
590,yeppoon,-23.1333,150.7333,23.47,76,0,6.96,AU,1723097795
591,caleta de carquin,-11.0925,-77.6267,16.21,86,51,2.79,PE,1723097796
592,balykshi,47.0667,51.8667,31.0,37,40,6.0,KZ,1723097798
593,priob'ye,62.5206,65.5964,14.87,55,15,4.88,RU,1723097799
594,darab,28.7519,54.5444,36.72,14,7,0.81,IR,1723097800
595,tanda,26.55,82.65,29.02,79,100,4.09,IN,1723097801
596,basoko,1.2391,23.616,25.67,75,86,1.57,CD,1723097802
597,reitz,-27.8014,28.4273,10.41,42,1,1.48,ZA,1723097803
598,masterton,-40.9597,175.6575,9.94,89,100,3.54,NZ,1723097805
599,molepolole,-24.4066,25.4951,11.08,58,0,2.34,BW,1723097806
600,tippi,7.2,35.45,21.87,78,54,0.8,ET,1723097807
601,fort stockton,30.894,-102.8793,30.03,25,0,5.66,US,1723097629
602,colonia,50.9333,6.95,18.23,80,0,1.54,DE,1723097809
603,touba,8.2833,-7.6833,20.81,97,100,3.27,CI,1723097810
604,porto novo,6.4965,2.6036,24.9,89,100,2.46,BJ,1723097812
605,formosa do rio preto,-11.0483,-45.1931,18.32,48,0,1.25,BR,1723097813
606,orkney,-26.9802,26.6727,13.69,45,0,4.28,ZA,1723097814
607,kaiapoi,-43.3783,172.6401,9.19,94,100,8.75,NZ,1723097815
